Codigo,ID,Nombre del emplazamiento,Direccion,Municipio,Localidad,Provincia,Latitud,Longitud,Categoria
ARBA11062,BB141,(TASA) - REPETIDORA KM 906,Margen izq. Ruta Nac. Nº 3 a 335 mts del mojon km 906.  PARAJE LA QUERENCIA,PATAGONES,STROEDER,BUENOS AIRES,-40.3527,-62.7709,C
ARBA4159,BB147,Tres Arroyos II,Av. Esteban Echeverria s/n entre Rodriguez Peña y 0,TRES ARROYOS,TRES ARROYOS,BUENOS AIRES,-38.38925,-60.2915,B
ARBA6323,BB173,Vivero Las Cortaderas,Hipólito Yrigoyen s/n entre Ciudad de Cali y Luis Vera,BAHIA BLANCA,BAHIA BLANCA,BUENOS AIRES,-38.692458,-62.237865,C
ARBA8000,BB185,Undiano (TMA) - Mudanza BB085,UNDIANO 320 y BERUTTI,BAHIA BLANCA,BAHIA BLANCA,BUENOS AIRES,-38.727083,-62.264,C
ARBA11006,BB190,(TASA) - CASETA REGENERADORA Nº1 CHOIQUE,"Ruta Nac. Nº 35  Km  52,597,35. Frac. de 15 x 25. Est. ""La Mariela"". Prop. Nestor Alvarez.",TORNQUIST,TORNQUIST,BUENOS AIRES,-38.445533,-62.721939,C
ARBA0322,BB209,CEC Bahia Blanca (TMA),Av. Colon 62 y Drago,BAHIA BLANCA,BAHIA BLANCA,BUENOS AIRES,-38.719749,-62.26664,P
ARBA0832,BB301,CENTRO II (BBL),"Colon 158 e/ Vieytes y Güemes (POI), BBL",BAHIA BLANCA,BAHIA BLANCA,BUENOS AIRES,-38.720854,-62.267899,D
ARBA4189,BB304,Bahia Blanca terminal(A),Libertad 440 entre Darregueira y Thopson,BAHIA BLANCA,BAHIA BLANCA,BUENOS AIRES,-38.743611,-62.245389,C
ARBA8267,BB307,Parque Patagonia,14 de Julio  4380 entre Cumeruca y Calquín,BAHIA BLANCA,BAHIA BLANCA,BUENOS AIRES,-38.696765,-62.209364,C
ARBA9797,BB308,Bahia Blanca Villa Rosas - (EX- STATEL),Gral. Arias 2300 - N.C. Circ II - Secc. D - Chac. Quintas 362 - Fracción II - Parcela 1 S/N,BAHIA BLANCA,BAHIA BLANCA,BUENOS AIRES,-38.760313,-62.259725,C
ARBA8797,BB310,Bahia Blanca Vital,Camino Parque Sesquicentenario -,BAHIA BLANCA,BAHIA BLANCA,BUENOS AIRES,-38.736768,-62.298361,C
ARBA9400,BB313,Coronel Suarez - 313(F),Deandrea esq. Irigoyen s/n .,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES,-37.447461,-61.935383,C
ARBA9114,BB314,Coronel Dorrego TASA,Julio A. Roca 567/69 entre Costa y Siria.,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES,-38.7175,-61.291389,B
ARBA5088,BB316,Carmen de Patagones Norte,M.CELEDONIO 560 entre YANQUETRUZ y 0,PATAGONES,CARMEN DE PATAGONES,BUENOS AIRES,-40.787167,-62.969278,C
ARBA9306,BB317,Coronel Pringles TASA,Belgrano 754/6 entre Dorrego  y Rivadavia,CORONEL PRINGLES,CORONEL PRINGLES (ESTACION PRINGLES),BUENOS AIRES,-37.986389,-61.356111,B
ARBA9872,BB319,PUÁN TASA,Ramón Santa marina 44 entre San Martín y Humberto primo,PUAN,PUAN,BUENOS AIRES,-37.54642,-62.7669,B
ARBA9292,BB323,Tres Arroyos - 323(C),DOMINGO VAZQUEZ 1050 entre DUGGAN y MAZZINI,TRES ARROYOS,TRES ARROYOS,BUENOS AIRES,-38.365417,-60.269861,C
ARBA7896,BB324,Coronel Suarez Sur (TMA),San Martin 1461,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES,-37.475353,-61.927833,C
ARBA11069,BB330,(TASA) - SALDUNGARAY,Mitre  139 entre Roca y Donado,TORNQUIST,SALDUNGARAY,BUENOS AIRES,-38.2037,-61.7723,C
ARBA13696,BB332,Mudanza BB002(A),Lote 23 de la manzana D con frente a la calle publica s/n   e/ Juan de las piedras y calles Jose de galvez,PATAGONES,CARMEN DE PATAGONES,BUENOS AIRES,-40.781586,-62.992211,C
ARBA11005,BB335,(TASA) - CASETA REGENERADORA EL PORVENIR,"Ruta Nacional 3 KM 542,358 S/N y Estancia El Porvenir",CORONEL DORREGO,RUTA 3 - KM 542,BUENOS AIRES,-38.602722,-60.728306,B
ARBA10767,BB336,Monte Hermoso Luzuriaga,J D Perón y Vittorio Luzuriaga S/N,MONTE HERMOSO,MONTE HERMOSO,BUENOS AIRES,-38.988709,-61.298338,C
ARBA10224,BB337,Complejo del Sol,Juan Domingo Perón S/N,MONTE HERMOSO,MONTE HERMOSO,BUENOS AIRES,-38.988872,-61.277964,C
ARBA10223,BB338,Playa Centro,Av. Argentina y Patagonia S/N,MONTE HERMOSO,MONTE HERMOSO,BUENOS AIRES,-38.98827,-61.289013,C
ARBA10221,BB339,Monte Hermoso Salta,Juan Domingo Perón y Tucumán S/N,MONTE HERMOSO,MONTE HERMOSO,BUENOS AIRES,-38.988685,-61.318721,C
ARBA10243,BB340,Monte Hermoso Piedrabuena,Juan Domingo Perón y Piedrabuena S/N,MONTE HERMOSO,MONTE HERMOSO,BUENOS AIRES,-38.988511,-61.306941,C
ARBA8263,BB341,Punta Alta Villa Maio(A),Colon y Rio Juramento .,CORONEL ROSALES,PUNTA ALTA,BUENOS AIRES,-38.842417,-62.088861,C
ARBA10362,BB344,Argerich TASA,Calle Norberto Fresco  S/N entre Santiago Murphy  y España,VILLARINO,ARGERICH,BUENOS AIRES,-38.770556,-62.601667,C
ARBA10634,BB345,TASA Tte ORIGONE,"Ruta Nac. N§ 3 km 756, en la Delegacion Municipal y Sala 1§ Auxilios. Prop. Munic. de Villarino s/n",VILLARINO,TENIENTE ORIGONE,BUENOS AIRES,-39.070473,-62.562318,C
ARBA10133,BB350,Palihue - Jacksonville y De la Cuesta,De la Cuesta S/N entre Inmigrantes y Jacksonville,BAHIA BLANCA,BAHIA BLANCA,BUENOS AIRES,-38.700177,-62.262456,C
ARBA10134,BB351,Palihue - Trebolares y de la Cuesta,Trebolares S/N entre De La cuesta y Cerrito,BAHIA BLANCA,BAHIA BLANCA,BUENOS AIRES,-38.702533,-62.26108,D
ARBA10135,BB352,Palihue - Las Huertas,Las Huertas S/N entre San Andres y Treboles,BAHIA BLANCA,BAHIA BLANCA,BUENOS AIRES,-38.699192,-62.258369,C
ARBA10136,BB353,Palihue - Reconquista,La Falda S/N entre Av Reconquista y Leon de Iraela,BAHIA BLANCA,BAHIA BLANCA,BUENOS AIRES,-38.701775,-62.257054,D
ARBA10137,BB354,Palihue - Constituyentes,Los Olivos  S/N y Trebolares,BAHIA BLANCA,BAHIA BLANCA,BUENOS AIRES,-38.697436,-62.254742,C
ARBA10138,BB355,Palihue - Constituyentes 2,Constituyentes S/N entre Av Reconquista y Leon de Iraeta,BAHIA BLANCA,BAHIA BLANCA,BUENOS AIRES,-38.700604,-62.254314,C
ARBA9657,BB360,BORDEAU TASA,Islas Malvinas (ex 38) S/N y F. Hernandez,BAHIA BLANCA,BAHIA BLANCA,BUENOS AIRES,-38.687,-62.33373,C
ARBA1961,BB366,Bahia Blanca Las Tres Villas,Agustin de Arrieta 1100 0 entre 0 y 0,BAHIA BLANCA,BAHIA BLANCA,BUENOS AIRES,-38.722,-62.24,B
ARBA11200,BB370,Claromecó Costanera,Av. Costanera S/N entre Calle 44 y Calle 23,TRES ARROYOS,CLAROMECO,BUENOS AIRES,-38.85919,-60.059101,C
ARBA11194,BB371,Claromecó Dunamar,Baños Públicos Dunamar S/N,TRES ARROYOS,CLAROMECO,BUENOS AIRES,-38.861812,-60.086394,C
ARBA10484,BB372,TASA BALNEARIO RETA,Madreselva s/n s/n entre Las Glicinas y Los Claveles ,RICARDO ROJAS,RETA,BUENOS AIRES,-38.895556,-60.343056,C
ARBA6086,BB375,Oasis,Monseñor de Andrea s/n entre 3 de Febrero y 0,BAHIA BLANCA,BAHIA BLANCA,BUENOS AIRES,-38.743306,-62.215692,D
ARBA1963,BB376,Bahia Blanca Brasil,Vicente López 1330 0 entre 0 y 0,BAHIA BLANCA,BAHIA BLANCA,BUENOS AIRES,-38.709,-62.284,B
ARBA3616,BB378,Bahia Blanca Alem,Panamá 825 entre Salta y 0,BAHIA BLANCA,BAHIA BLANCA,BUENOS AIRES,-38.706611,-62.268861,B
ARBA7642,BB382,Villa Harding Green,Agote 3252 entre Araucano y Patagones,BAHIA BLANCA,BAHIA BLANCA,BUENOS AIRES,-38.720236,-62.199494,D
ARBA10948,BB389,HOTEL RJ,Latanzio  775 entre Av. Alem y Wilcomb,BAHIA BLANCA,BAHIA BLANCA,BUENOS AIRES,-38.679966,-62.293851,C
ARBA6082,BB391,BANCO NACION,Ramon y Cajal 5500 entre 0 y 0,BAHIA BLANCA,BAHIA BLANCA,BUENOS AIRES,-38.6792,-62.205744,C
ARBA1989,BB394,PUNTA ALTA,Mitre  539,CORONEL ROSALES,PUNTA ALTA,BUENOS AIRES,-38.882,-62.077,C
ARBA8160,BB400,Monte Hermoso CLARO,camino a RP 78 S/N entre S/C y S/C,MONTE HERMOSO,MONTE HERMOSO,BUENOS AIRES,-38.975,-61.3153,C
ARBA13677,BB447,TRES ARROYOS,Colón 184  ,TRES ARROYOS,TRES ARROYOS,BUENOS AIRES,-38.379052,-60.274805,B
ARBA13338,BB475,NUTREGAL,Rincón s/n entre Los Nogales y Monseñor D Andrea,BAHIA BLANCA,BAHIA BLANCA,BUENOS AIRES,-38.744149,-62.210924,C
ARBA13326,BB482,VILLA HARDING GREEN,Ignacio Pirovano 0 entre 0 y 0,BAHIA BLANCA,BAHIA BLANCA,BUENOS AIRES,-38.717631,-62.197694,C
ARBA0659,BC001,25 de Mayo (BA),San Martin (Calle 8) 959 entre calle 27 y calle 28,25 DE MAYO,25 DE MAYO,BUENOS AIRES,-35.420801,-60.16731,A
ARBA0738,BC002,9 de Julio Rep,Av. Mitre 0 entre 1° Junta y s/n,9 DE JULIO,9 DE JULIO,BUENOS AIRES,-35.436652,-60.867004,B
ARBA0441,BC003,Alfredo de Marchi,La Rioja 371,9 DE JULIO,ALFREDO DEMARCHI (ESTACION FACUNDO QUIROGA),BUENOS AIRES,-35.293889,-61.406111,B
ARBA0733,BC005,Blandengues,"Ruta 7 vieja, frente a Estacion Ferroviaria",JUNIN,BLANDENGUES,BUENOS AIRES,-34.535282,-61.251579,C
ARBA0602,BC006,Bragado Repetidora,Humberto Illia 750 entre Santa Fe y Río Negro,BRAGADO,BRAGADO,BUENOS AIRES,-35.111943,-60.510555,B
ARBA0488,BC007,Capitan Sarmiento (Tasa),Antartida Argentina y Rivadavia,CAPITAN SARMIENTO,CAPITAN SARMIENTO,BUENOS AIRES,-34.16762,-59.801403,C
ARBA0512,BC008,Arrecifes (TASA),Ramon Lorenzo 35 entre 0 y 0,ARRECIFES,ARRECIFES,BUENOS AIRES,-34.063805,-60.115913,B
ARBA0752,BC009,Carmen de Areco,Mitre entre Rivadavia y Alberti,CARMEN DE ARECO,CARMEN DE ARECO,BUENOS AIRES,-34.369917,-59.817926,A
ARBA0337,BC010,Chacabuco Repetidora (Tasa),Montesano y 1° Junta,CHACABUCO,CHACABUCO,BUENOS AIRES,-34.653955,-60.454711,A
ARBA0150,BC011,Chivilcoy,9 de Julio 92 entre Paz y Yrigoyen,CHIVILCOY,CHIVILCOY,BUENOS AIRES,-34.896526,-60.02147,A
ARBA0652,BC012,(TASA) - COLON REP,Camino vecinal s/n,COLON,COLON,BUENOS AIRES,-33.875669,-61.075127,C
ARBA4197,BC013,Colon Sur(B),Calle 50 s/n y Calle 138,COLON,COLON,BUENOS AIRES,-33.9075,-61.112417,C
ARBA0726,BC014,Colonia Sere,San Martin y Rivadavia,CARLOS TEJEDOR,COLONIA SERE,BUENOS AIRES,-35.434801,-62.719898,A
ARBA0724,BC015,Comodoro Py,Pringles s/n entre Moreno y Pellegrini,BRAGADO,COMODORO PY,BUENOS AIRES,-35.322221,-60.523499,C
ARBA0546,BC016,Del Valle,Calle 10 entre calle 1 y calle 3,25 DE MAYO,DEL VALLE,BUENOS AIRES,-35.887282,-60.720593,C
ARBA2012,BC017,9 de Julio Teco,Agustín Álvarez 1453 y esq. Garmendia,9 DE JULIO,9 DE JULIO,BUENOS AIRES,-35.444,-60.9,C
ARBA0247,BC018,General Alvear (BA),25 de Mayo entre Rivadavia y Althabe,GENERAL ALVEAR,GENERAL ALVEAR,BUENOS AIRES,-36.017019,-60.002259,A
ARBA0149,BC019,General Arenales,Alvear (Mitre) 407 y Lopez (Ayacucho),GENERAL ARENALES,GENERAL ARENALES,BUENOS AIRES,-34.300199,-61.300542,B
ARBA0009,BC020,General O'Brien,Corrientes entre Alte. Brown y Santa Fe,BRAGADO,GENERAL O'BRIEN,BUENOS AIRES,-34.90025,-60.750574,A
ARBA0420,BC021,General Pinto,Alsina 348 entre Mitre y Lacianci,GENERAL PINTO,GENERAL PINTO,BUENOS AIRES,-34.754292,-61.885269,B
ARBA0211,BC022,Gobernador Ugarte,Calle s/n,25 DE MAYO,GOBERNADOR UGARTE,BUENOS AIRES,-35.154028,-60.070713,C
ARBA0245,BC023,Guerrico,Aprox. a 1000 mts de la Ruta Nac. N 188. N.C. Circ. XI- Secc. Rural- Parc. 1410 s/n,PERGAMINO,GUERRICO,BUENOS AIRES,-33.67126,-60.410699,C
ARBA0088,BC024,Ines Indart,calle s/nombre,SALTO,INES INDART,BUENOS AIRES,-34.40044,-60.550148,A
ARBA0171,BC025,Junin Centro TASA,Gral Paz 140,JUNIN,JUNIN,BUENOS AIRES,-34.59017,-60.945668,A
ARBA0711,BC026,Junin Repetidora,Pastor Bawman y Pagan,JUNIN,JUNIN,BUENOS AIRES,-34.584125,-60.968352,A
ARBA0364,BC027,La Aurora,Av. A s/n entre calle 9 y calle 11,9 DE JULIO,LA AURORA (ESTACION LA NIÑA),BUENOS AIRES,-35.402843,-61.201694,C
ARBA0049,BC028,Lincoln REP,RN 188 acceso H. Irigoyen,LINCOLN,LINCOLN,BUENOS AIRES,-34.844944,-61.495167,C
ARBA0548,BC029,Los Toldos,General Mitre 540,GENERAL VIAMONTE,LOS TOLDOS,BUENOS AIRES,-35.002777,-61.035278,A
ARBA0411,BC030,Mariano Alfonzo,Los Pensamientos s/n entre Los Zorzales  y Las Calandrias,PERGAMINO,MARIANO H. ALFONZO (ESTACION SAN PATRICIO),BUENOS AIRES,-33.910832,-60.839289,C
ARBA0402,BC031,Mercedes TASA,Calle 20 531 y calle 23,MERCEDES,MERCEDES,BUENOS AIRES,-34.653077,-59.429541,A
ARBA0442,BC032,Norberto de la Riestra Tasa,Sarmiento y De Varas,25 DE MAYO,NORBERTO DE LA RIESTRA,BUENOS AIRES,-35.267764,-59.768708,C
ARBA0611,BC033,OHiggins,25 de mayo s/n,CHACABUCO,O'HIGGINS,BUENOS AIRES,-34.583829,-60.701255,B
ARBA0251,BC034,Pergamino TASA Rep,Mitre 445,PERGAMINO,PERGAMINO,BUENOS AIRES,-33.894854,-60.572094,B
ARBA0448,BC035,(TASA) Roberts REP,"Acceso Antas Garcia S/N, 1 Km al oeste del FFRR 0 entre - y -",LINCOLN,ROBERTS,BUENOS AIRES,-35.137307,-61.98408,B
ARBA0069,BC036,Rojas Rep (TASA),General Alvear s/n,ROJAS,ROJAS,BUENOS AIRES,-34.203176,-60.736514,C
ARBA0267,BC037,Del Carril,Mitre entre Moreno y Urquiza 1400/1500,SALADILLO,DEL CARRIL,BUENOS AIRES,-35.502255,-59.504366,B
ARBA0667,BC038,Salto Rep,"RP 32, Km 1",SALTO,SALTO,BUENOS AIRES,-34.284264,-60.234625,A
ARBA0205,BC039,San Andres de Giles Rep,Av. Soully s/n,SAN ANDRES DE GILES,SAN ANDRES DE GILES,BUENOS AIRES,-34.453819,-59.425145,A
ARBA0753,BC041,Suipacha,"Balcarce y camino de tierra, frente el cementerio 1390",SUIPACHA,SUIPACHA,BUENOS AIRES,-34.75703,-59.699869,B
ARBA0223,BC042,Timote,Ricardo Rojas s/n,CARLOS TEJEDOR,TIMOTE,BUENOS AIRES,-35.336968,-62.219181,A
ARBA0202,BC043,Tres Sargentos (TASA),Belgrano s/n,CARMEN DE ARECO,TRES SARGENTOS,BUENOS AIRES,-34.468495,-59.999685,C
ARBA0237,BC044,Vedia Rep,Coliqueo y Moreno,LEANDRO N. ALEM,VEDIA,BUENOS AIRES,-34.50069,-61.53744,C
ARBA0280,BC045,Villa Angelica,Ernesto Echague 756 y Humberto,PERGAMINO,VILLA ANGELICA (ESTACION EL SOCORRO),BUENOS AIRES,-33.653935,-60.702255,C
ARBA0692,BC046,Villa Francia,Rivadavia y Guemes,GENERAL PINTO,VILLA FRANCIA (ESTACION CORONEL GRANADA),BUENOS AIRES,-34.790554,-62.199444,B
ARBA0244,BC047,Villa Ortiz I,Sarmiento entre Suipacha y 9 de julio,ALBERTI,VILLA ORTIZ (ESTACION CORONEL MOM),BUENOS AIRES,-34.836912,-60.301259,C
ARBA0288,BC048,Alberti (Est. Vaccarezza),San Martin 186,ALBERTI,ALBERTI (ESTACION ANDRES VACCAREZZA),BUENOS AIRES,-35.033222,-60.284011,B
ARBA1409,BC049,Lincoln TECO/TP,Ramos Mejia 431 y y Drago,LINCOLN,LINCOLN,BUENOS AIRES,-34.867777,-61.520712,B
ARBA0651,BC051,Chivilcoy Sur,Ruta 5 y Rosetti,CHIVILCOY,CHIVILCOY,BUENOS AIRES,-34.917625,-59.984665,C
ARBA0164,BC052,Pasteur,Calle  9  de Julio lote 4,LINCOLN,PASTEUR,BUENOS AIRES,-35.135421,-62.235736,A
ARBA0079,BC053,Dudignac - BC053,Belgrano 231 entre Libertad  y Sampietro,9 DE JULIO,DUDIGNAC,BUENOS AIRES,-35.637884,-60.710406,C
ARBA0578,BC054,PERGAMINO,Merlino (Rio de Janeiro) entre Av. Champagnat y Ruta 32 (a 150 mts de la Ruta),PERGAMINO,PERGAMINO,BUENOS AIRES,-33.867462,-60.563249,A
ARBA0063,BC055,Germania,Iguazú entre Buenos Aires y Santa Fe,GENERAL PINTO,GERMANIA (ESTACION MAYOR JOSE ORELLANO),BUENOS AIRES,-34.579166,-62.047779,B
ARBA0866,BC056,Chacabuco,A 400mts ruta 7 km 234,CHACABUCO,CHACABUCO,BUENOS AIRES,-34.587861,-60.463861,A
ARBA1991,BC057,Chivilcoy Acceso,Calle 84 Nro 75,CHIVILCOY,CHIVILCOY,BUENOS AIRES,-34.908,-60.004,C
ARBA0730,BC058,Rojas (Central TASA),Julio A Roca 435 entre 25 de Mayo y Bme Mitre,ROJAS,ROJAS,BUENOS AIRES,-34.187574,-60.721019,A
ARBA9305,BC059,WBC059(J),VIAMONTE 69,CHIVILCOY,CHIVILCOY,BUENOS AIRES,-34.887764,-60.011402,B
ARBA4042,BC060,Pergamino Sur(G),Maraso - entre Azcuenaga y Storni,PERGAMINO,PERGAMINO,BUENOS AIRES,-33.915222,-60.574972,C
ARBA0867,BC061,Chivilcoy (TMA),Sitio CRM(rotonda ruta 5 y ruta 30/15000mts ruta 30),CHIVILCOY,CHIVILCOY,BUENOS AIRES,-34.885,-59.960278,A
ARBA5025,BC062,WBC062(C),Juana Manso 187 entre Vicente Loveira y Suipacha,CHIVILCOY,CHIVILCOY,BUENOS AIRES,-34.901183,-60.02965,C
ARBA0220,BC063,Arribeños,Calle sin nombre s/n entre a 1000m de Ruta 65 y a 700m del acceso,GENERAL ARENALES,ARRIBEÑOS,BUENOS AIRES,-34.217928,-61.364772,B
ARBA0363,BC064,Rawson,Balcarce (23) entre Junin (19) y La Plata (18),CHACABUCO,RAWSON,BUENOS AIRES,-34.601644,-60.068676,C
ARBA0643,BC065,Tomas Keating,calle sin nombre s/n entre Alsina y 1° Junta,CHACABUCO,CASTILLA (TOMAS KEATING),BUENOS AIRES,-34.603338,-59.900769,C
ARBA0404,BC066,Rancagua,Loc de Rancagua,PERGAMINO,RANCAGUA,BUENOS AIRES,-34.018903,-60.501204,C
ARBA0087,BC067,Carlos Tejedor,Rivadavia 354 entre Almiron y San Martin,CARLOS TEJEDOR,CARLOS TEJEDOR,BUENOS AIRES,-35.392579,-62.419665,B
ARBA0293,BC069,Carabelas,25 de Mayo s/n entre Sarmiento y San Martin,ROJAS,LAS CARABELAS,BUENOS AIRES,-34.034065,-60.867588,B
ARBA0590,BC070,Pedernales,Malvinas s/n y Falucho,25 DE MAYO,PEDERNALES,BUENOS AIRES,-35.266852,-59.633361,B
ARBA0030,BC073,Ferre,San Juan 145 entre Don Bosco y Bs As,GENERAL ARENALES,FERRE,BUENOS AIRES,-34.118995,-61.121019,B
ARBA0629,BC074,Baigorrita,Alte Brown entre Urquiza y Moreno,GENERAL VIAMONTE,BAIGORRITA,BUENOS AIRES,-34.736782,-60.985597,C
ARBA0680,BC077,Iriarte,Ruta 7 y Ruta Prov 14,GENERAL PINTO,COLONIA SAN RICARDO (ESTACION IRIARTE),BUENOS AIRES,-34.417606,-61.921023,C
ARBA5380,BC081,WBC081(D),A. del Valle s/n entre Necochea y Gral. Paz,GENERAL VIAMONTE,LOS TOLDOS,BUENOS AIRES,-34.992778,-61.035055,C
ARBA5040,BC082,WBC082(A),Pueyrredon s/n entre Yrigoyen y Coliqueo,GENERAL VIAMONTE,LOS TOLDOS,BUENOS AIRES,-35.009731,-61.047828,C
ARBA2611,BC083,Saladillo,MORENO Y LEDESMA S/N,SALADILLO,SALADILLO,BUENOS AIRES,-35.647,-59.77,C
ARBA6272,BC084,WBC084(E),CALLE 25   S/N entre CAMINO A LOS MACHITOS  y CALLE 204,25 DE MAYO,25 DE MAYO,BUENOS AIRES,-35.433028,-60.189542,C
ARBA0183,BC085,Saladillo,Rivadavia 2802 y Estrada,SALADILLO,SALADILLO,BUENOS AIRES,-35.635134,-59.777035,A
ARBA4979,BC088,WBC088(B),RUTA 51 KM 114 CALLE,CARMEN DE ARECO,CARMEN DE ARECO,BUENOS AIRES,-34.378,-59.8481,C
ARBA5275,BC089,WBC089(D),Intendente Blanco s/n,ARRECIFES,ARRECIFES,BUENOS AIRES,-34.0559,-60.0639,C
ARBA0648,BC090,Carlos María Naón,H. Gorosito (Calle 15) y M. Moreno (Calle 10),9 DE JULIO,CARLOS MARIA NAON,BUENOS AIRES,-35.234134,-60.820278,C
ARBA0396,BC091,Parque Borchex,Brasil 51,JUNIN,JUNIN,BUENOS AIRES,-34.586968,-60.937824,D
ARBA0639,BC092,Morse,Calle 4 entre calle 3 y calle 5,BRAGADO,MORSE,BUENOS AIRES,-34.753343,-60.835384,C
ARBA0445,BC095,Capilla del Señor,Irigoyen 745 entre Fany y Alem,EXALTACION DE LA CRUZ,CAPILLA DEL SEÑOR (ESTACION CAPILLA),BUENOS AIRES,-34.285556,-59.100935,B
ARBA0155,BC096,Moquehua,"Cuartel 11, cerca de la estacion de Gral Belgrano",CHIVILCOY,MOQUEHUA,BUENOS AIRES,-35.084935,-59.767005,B
ARBA0017,BC097,Junin norte,Libertad 965,JUNIN,JUNIN,BUENOS AIRES,-34.554519,-60.935736,A
ARBA0754,BC098,San Andres de Giles (Tasa),San Martin 465,SAN ANDRES DE GILES,SAN ANDRES DE GILES,BUENOS AIRES,-34.4415,-59.4477,B
ARBA6076,BC099,Lincoln (TMA),SEGUNDA CALLE RURAL S/N entre MASSEY y SUCRE,LINCOLN,LINCOLN,BUENOS AIRES,-34.884758,-61.541902,C
ARBA0136,BC100,ASCENSION,ESTABLECIMIENTO PARODI,GENERAL ARENALES,ASCENSION,BUENOS AIRES,-34.261665,-61.113331,B
ARBA1315,BC101,Mechita,Calle sin nombre al lado del Cementerio s/n,ALBERTI,MECHITA,BUENOS AIRES,-35.0747,-60.40143,C
ARBA1299,BC102,El Triunfo,25 de mayo s/n,LINCOLN,EL TRIUNFO,BUENOS AIRES,-35.083333,-61.516667,C
ARBA3699,BC106,Bragado Centro(A),Barrera 123,BRAGADO,BRAGADO,BUENOS AIRES,-35.118722,-60.489361,B
ARBA2270,BC111,Juan Bautista Alberdi,Saavedra S/N y Junin 0 entre 0 y 0,LEANDRO N. ALEM,JUAN BAUTISTA ALBERDI (ESTACION ALBERDI),BUENOS AIRES,-34.433,-61.815,B
ARBA1406,BC112,Leandro N. Alem,Manuel Urizar s/n entre Brignardello y Máximo Layera,LEANDRO N. ALEM,LEANDRO N. ALEM,BUENOS AIRES,-34.51829,-61.38565,B
ARBA1495,BC113,ARROYO DULCE,Av. Gowland s/n 0,SALTO,ARROYO DULCE,BUENOS AIRES,-34.10257525,-60.40991533,C
ARBA1486,BC114,Acevedo,ESQ Ruta 188 y Calle 3 S/N,PERGAMINO,ACEVEDO,BUENOS AIRES,-33.756861,-60.445306,B
ARBA1313,BC115,Arenaza,"Calle s/nombre. Corralón Municipal. Parte de la Parc. 5, Mz. 22  s/n",LINCOLN,ARENAZA,BUENOS AIRES,-34.98694,-61.76944,C
ARBA7222,BC117,Coronel Marcos Paz(B),CALLE S/ NOMBRE .,JUNIN,CORONEL MARCOS PAZ (ESTACION AGUSTIN ROCA),BUENOS AIRES,-34.502352,-60.862733,C
ARBA1484,BC118,Rafael Obligado,Ruta Nacional Nº 188 s/n y Y Acceso a Rafael Obligado,ROJAS,RAFAEL OBLIGADO,BUENOS AIRES,-34.373611,-60.759722,C
ARBA1372,BC122,9 de Julio Centro,Robbio 967 entre Mitre y San Martín,9 DE JULIO,9 DE JULIO,BUENOS AIRES,-35.445,-60.8853,B
ARBA5283,BC125,Coronel Martinez de Hoz(B),camino vecina S/N y rural,LINCOLN,CORONEL MARTINEZ DE HOZ (APEADERO KILOMETRO 322),BUENOS AIRES,-35.3293,-61.5989,B
ARBA5052,BC127,Bayauca(A),Calle de acceso sin nombre s/n entre 0 y 0,LINCOLN,BAYAUCA,BUENOS AIRES,-34.871408,-61.276425,A
ARBA1359,BC140,San Antonio de Areco TASA,Guido s/n y Aristóbulo del Valle,SAN ANTONIO DE ARECO,SAN ANTONIO DE ARECO,BUENOS AIRES,-34.249998,-59.476,A
ARBA1984,BC141,Junin Norte,Lavalle    988 y entrada por Falucho y Alberdi,JUNIN,JUNIN,BUENOS AIRES,-34.583,-60.96,C
ARBA1985,BC142,Junin Este,Av. República s/n entre Hipólito Irigoyen y Arias,JUNIN,JUNIN,BUENOS AIRES,-34.58283,-60.928706,C
ARBA1987,BC143,Junin Sur (TP),Avda. Circunvalación     s/ y Club Defensa Argentina,JUNIN,JUNIN,BUENOS AIRES,-34.607,-60.955,C
ARBA6617,BC144,Todd(A),Calle sin nombre s/n entre 0 y 0,ARRECIFES,TODD,BUENOS AIRES,-34.02867,-60.14943,C
ARBA8184,BC150,Chivilcoy (TMA) - Mudanza BC050,hijas de la misericordia S/N entre r. biaus y benitez,CHIVILCOY,CHIVILCOY,BUENOS AIRES,-34.889941,-60.028892,C
ARBA9626,BC151,WBC151(A),Av.Avellaneda 1800,CHIVILCOY,CHIVILCOY,BUENOS AIRES,-34.92677,-60.0387,C
ARBA1213,BC201,CEC Junin,Roque Saenz Peña 49 - Junin y Gandini,JUNIN,JUNIN,BUENOS AIRES,-34.59205,-60.94567,P
ARBA1462,BC299,MICROCELDA MONSANTO FONTEZUELA,Ruta 8  sn,PERGAMINO,PERGAMINO,BUENOS AIRES,-33.888682,-60.460642,C
ARBA0868,BC301,JUNIN,Sitio CRM(a 400mts ruta 7 km 290),JUNIN,JUNIN,BUENOS AIRES,-34.593056,-60.971389,A
ARBA0870,BC302,ROJAS,Mullally 3870 y a 242 m. Ruta 188,ROJAS,ROJAS,BUENOS AIRES,-34.209968,-60.719737,A
ARBA9592,BC303,25 de Mayo - 303(C),BOMBERO SIBONA S/N entre ALMA FUERTE y JUAN PAGADOY,25 DE MAYO,25 DE MAYO,BUENOS AIRES,-35.43888,-60.17635,C
